year,category,film,name,result,gender,birthday
1977,Actor in a Leading Role,Taxi Driver,Robert De Niro,Nominee,Male,1943
1977,Actor in a Leading Role,Seven Beauties,Giancarlo Giannini,Nominee,Male,1942
1977,Actor in a Leading Role,Network,William Holden,Nominee,Male,1918
1977,Actor in a Leading Role,Rocky,Sylvester Stallone,Nominee,Male,1946
1977,Actress in a Leading Role,Network,Faye Dunaway,Winner,Female,1941
1977,Actress in a Leading Role,"Cousin, Cousine",Marie-Christine Barrault,Nominee,Female,1944
1977,Actress in a Leading Role,Rocky,Talia Shire,Nominee,Female,1946
1977,Actress in a Leading Role,Carrie,Sissy Spacek,Nominee,Female,1949
1977,Actress in a Leading Role,Face to Face,Liv Ullmann,Nominee,Female,1938
1977,Directing,Rocky,John G. Avildsen,Winner,Male,1935
1977,Directing,All the President's Men,Alan J. Pakula,Nominee,Male,1928
1977,Directing,Face to Face,Ingmar Bergman,Nominee,Male,1918
1977,Directing,Network,Sidney Lumet,Nominee,Male,1924
1977,Directing,Seven Beauties,Lina Wertmuller,Nominee,Female,1926
1978,Actor in a Leading Role,The Goodbye Girl,Richard Dreyfuss,Winner,Male,1947
1978,Actor in a Leading Role,Annie Hall,Woody Allen,Nominee,Male,1935
1978,Actor in a Leading Role,Equus,Richard Burton,Nominee,Male,1925
1978,Actor in a Leading Role,A Special Day,Marcello Mastroianni,Nominee,Male,1924
1978,Actor in a Leading Role,Saturday Night Fever,John Travolta,Nominee,Male,1954
1978,Actress in a Leading Role,Annie Hall,Diane Keaton,Winner,Female,1946
1978,Actress in a Leading Role,The Turning Point,Anne Bancroft,Nominee,Female,1931
1978,Actress in a Leading Role,Julia,Jane Fonda,Nominee,Female,1937
1978,Actress in a Leading Role,The Turning Point,Shirley MacLaine,Nominee,Female,1934
1978,Actress in a Leading Role,The Goodbye Girl,Marsha Mason,Nominee,Female,1942
1978,Directing,Annie Hall,Woody Allen,Winner,Male,1935
1978,Directing,Close Encounters of the Third Kind,Steven Spielberg,Nominee,Male,1946
1978,Directing,Julia,Fred Zinnemann,Nominee,Male,1907
1978,Directing,Star Wars,George Lucas,Nominee,Male,1944
1978,Directing,The Turning Point,Herbert Ross,Nominee,Male,1927
1979,Actor in a Leading Role,Coming Home,Jon Voight,Winner,Male,1938
1979,Actor in a Leading Role,Heaven Can Wait,Warren Beatty,Nominee,Male,1937
1979,Actor in a Leading Role,The Buddy Holly Story,Gary Busey,Nominee,Male,1944
1979,Actor in a Leading Role,The Deer Hunter,Robert De Niro,Nominee,Male,1943
1979,Actor in a Leading Role,The Boys from Brazil,Laurence Olivier,Nominee,Male,1907
1979,Actress in a Leading Role,Coming Home,Jane Fonda,Winner,Female,1937
1979,Actress in a Leading Role,Autumn Sonata,Ingrid Bergman,Nominee,Female,1915
1979,Actress in a Leading Role,"Same Time, Next Year",Ellen Burstyn,Nominee,Female,1932
1979,Actress in a Leading Role,An Unmarried Woman,Jill Clayburgh,Nominee,Female,1944
1979,Actress in a Leading Role,Interiors,Geraldine Page,Nominee,Female,1924
1979,Directing,The Deer Hunter,Michael Cimino,Winner,Male,1939
1979,Directing,Coming Home,Hal Ashby,Nominee,Male,1929
1979,Directing,Heaven Can Wait,Warren Beatty,Nominee,Male,1937
1979,Directing,Interiors,Woody Allen,Nominee,Male,1935
1979,Directing,Midnight Express,Alan Parker,Nominee,Male,1944
1980,Actor in a Leading Role,Kramer vs. Kramer,Dustin Hoffman,Winner,Male,1937
1980,Actor in a Leading Role,The China Syndrome,Jack Lemmon,Nominee,Male,1925
1980,Actor in a Leading Role,...And Justice for All,Al Pacino,Nominee,Male,1940
1980,Actor in a Leading Role,All That Jazz,Roy Scheider,Nominee,Male,1932
1980,Actor in a Leading Role,Being There,Peter Sellers,Nominee,Male,1925
1980,Actress in a Leading Role,Norma Rae,Sally Field,Winner,Female,1946
1980,Actress in a Leading Role,Starting Over,Jill Clayburgh,Nominee,Female,1944
1980,Actress in a Leading Role,The China Syndrome,Jane Fonda,Nominee,Female,1937
1980,Actress in a Leading Role,Chapter Two,Marsha Mason,Nominee,Female,1942
1980,Actress in a Leading Role,The Rose,Bette Midler,Nominee,Female,1945
1980,Directing,Kramer vs. Kramer,Robert Benton,Winner,Male,1932
1980,Directing,All That Jazz,Bob Fosse,Nominee,Male,1927
1980,Directing,Apocalypse Now,Francis Ford Coppola,Nominee,Male,1939
1980,Directing,Breaking Away,Peter Yates,Nominee,Male,1929
1980,Directing,La Cage aux Folles,Edouard Molinaro,Nominee,Male,1928
1981,Actor in a Leading Role,Raging Bull,Robert De Niro,Winner,Male,1943
1981,Actor in a Leading Role,The Great Santini,Robert Duvall,Nominee,Male,1931
1981,Actor in a Leading Role,The Elephant Man,John Hurt,Nominee,Male,1940
1981,Actor in a Leading Role,Tribute,Jack Lemmon,Nominee,Male,1925
1981,Actor in a Leading Role,The Stunt Man,Peter O'Toole,Nominee,Male,1932
1981,Actress in a Leading Role,Coal Miner's Daughter,Sissy Spacek,Winner,Female,1949
1981,Actress in a Leading Role,Resurrection,Ellen Burstyn,Nominee,Female,1932
1981,Actress in a Leading Role,Private Benjamin,Goldie Hawn,Nominee,Female,1945
1981,Actress in a Leading Role,Ordinary People,Mary Tyler Moore,Nominee,Female,1936
1981,Actress in a Leading Role,Gloria,Gena Rowlands,Nominee,Female,1930
1981,Directing,Ordinary People,Robert Redford,Winner,Male,1936
1981,Directing,The Elephant Man,David Lynch,Nominee,Male,1946
1981,Directing,Raging Bull,Martin Scorsese,Nominee,Male,1942
1981,Directing,The Stunt Man,Richard Rush,Nominee,Male,1929
1981,Directing,Tess,Roman Polanski,Nominee,Male,1933
1982,Actor in a Leading Role,On Golden Pond,Henry Fonda,Winner,Male,1905
1982,Actor in a Leading Role,Reds,Warren Beatty,Nominee,Male,1937
1982,Actor in a Leading Role,Atlantic City,Burt Lancaster,Nominee,Male,1913
1982,Actor in a Leading Role,Arthur,Dudley Moore,Nominee,Male,1935
1982,Actor in a Leading Role,Absence of Malice,Paul Newman,Nominee,Male,1925
1982,Actress in a Leading Role,On Golden Pond,Katharine Hepburn,Winner,Female,1907
1982,Actress in a Leading Role,Reds,Diane Keaton,Nominee,Female,1946
1982,Actress in a Leading Role,Only When I Laugh,Marsha Mason,Nominee,Female,1942
1982,Actress in a Leading Role,Atlantic City,Susan Sarandon,Nominee,Female,1946
1982,Actress in a Leading Role,The French Lieutenant's Woman,Meryl Streep,Nominee,Female,1949
1982,Directing,Reds,Warren Beatty,Winner,Male,1937
1982,Directing,Atlantic City,Louis Malle,Nominee,Male,1932
1982,Directing,Chariots of Fire,Hugh Hudson,Nominee,Male,1936
1982,Directing,On Golden Pond,Mark Rydell,Nominee,Male,1934
1982,Directing,Raiders of the Lost Ark,Steven Spielberg,Nominee,Male,1946
1983,Actor in a Leading Role,Gandhi,Ben Kingsley,Winner,Male,1943
1983,Actor in a Leading Role,Tootsie,Dustin Hoffman,Nominee,Male,1937
1983,Actor in a Leading Role,Missing,Jack Lemmon,Nominee,Male,1925
1983,Actor in a Leading Role,The Verdict,Paul Newman,Nominee,Male,1925
1983,Actor in a Leading Role,My Favorite Year,Peter O'Toole,Nominee,Male,1932
1983,Actress in a Leading Role,Sophie's Choice,Meryl Streep,Winner,Female,1949
1983,Actress in a Leading Role,Victor/Victoria,Julie Andrews,Nominee,Female,1935
1983,Actress in a Leading Role,Frances,Jessica Lange,Nominee,Female,1949
1983,Actress in a Leading Role,Missing,Sissy Spacek,Nominee,Female,1949
1983,Actress in a Leading Role,An Officer and a Gentleman,Debra Winger,Nominee,Female,1955
1983,Directing,Gandhi,Richard Attenborough,Winner,Male,1923
1983,Directing,Das Boot,Wolfgang Petersen,Nominee,Male,1941
1983,Directing,E.T. The Extra-Terrestrial,Steven Spielberg,Nominee,Male,1946
1983,Directing,Tootsie,Sydney Pollack,Nominee,Male,1934
1983,Directing,The Verdict,Sidney Lumet,Nominee,Male,1924
1984,Actor in a Leading Role,Tender Mercies,Robert Duvall,Winner,Male,1931
1984,Actor in a Leading Role,Educating Rita,Michael Caine,Nominee,Male,1933
1984,Actor in a Leading Role,"Reuben, Reuben",Tom Conti,Nominee,Male,1941
1984,Actor in a Leading Role,The Dresser,Tom Courtenay,Nominee,Male,1937
1984,Actor in a Leading Role,The Dresser,Albert Finney,Nominee,Male,1936
1984,Actress in a Leading Role,Terms of Endearment,Shirley MacLaine,Winner,Female,1934
1984,Actress in a Leading Role,Testament,Jane Alexander,Nominee,Female,1939
1984,Actress in a Leading Role,Silkwood,Meryl Streep,Nominee,Female,1949
1984,Actress in a Leading Role,Educating Rita,Julie Walters,Nominee,Female,1950
1984,Actress in a Leading Role,Terms of Endearment,Debra Winger,Nominee,Female,1955
1984,Directing,Terms of Endearment,James L. Brooks,Winner,Male,1940
1984,Directing,The Dresser,Peter Yates,Nominee,Male,1929
1984,Directing,Fanny & Alexander,Ingmar Bergman,Nominee,Male,1918
1984,Directing,Silkwood,Mike Nichols,Nominee,Male,1931
1984,Directing,Tender Mercies,Bruce Beresford,Nominee,Male,1940
1985,Actor in a Leading Role,Amadeus,F. Murray Abraham,Winner,Male,1939
1985,Actor in a Leading Role,Starman,Jeff Bridges,Nominee,Male,1949
1985,Actor in a Leading Role,Under the Volcano,Albert Finney,Nominee,Male,1936
1985,Actor in a Leading Role,Amadeus,Tom Hulce,Nominee,Male,1953
1985,Actor in a Leading Role,The Killing Fields,Sam Waterston,Nominee,Male,1940
1985,Actress in a Leading Role,Places in the Heart,Sally Field,Winner,Female,1946
1985,Actress in a Leading Role,A Passage to India,Judy Davis,Nominee,Female,1955
1985,Actress in a Leading Role,Country,Jessica Lange,Nominee,Female,1949
1985,Actress in a Leading Role,The Bostonians,Vanessa Redgrave,Nominee,Female,1937
1985,Actress in a Leading Role,The River,Sissy Spacek,Nominee,Female,1949
1985,Directing,Amadeus,Milos Forman,Winner,Male,1932
1985,Directing,Broadway Danny Rose,Woody Allen,Nominee,Male,1935
1985,Directing,The Killing Fields,Roland Joffé,Nominee,Male,1945
1985,Directing,A Passage to India,David Lean,Nominee,Male,1908
1985,Directing,Places in the Heart,Robert Benton,Nominee,Male,1932
1986,Actor in a Leading Role,Kiss of the Spider Woman,William Hurt,Winner,Male,1950
1986,Actor in a Leading Role,Witness,Harrison Ford,Nominee,Male,1942
1986,Actor in a Leading Role,Murphy's Romance,James Garner,Nominee,Male,1928
1986,Actor in a Leading Role,Prizzi's Honor,Jack Nicholson,Nominee,Male,1937
1986,Actor in a Leading Role,Runaway Train,Jon Voight,Nominee,Male,1938
1986,Actress in a Leading Role,The Trip to Bountiful,Geraldine Page,Winner,Female,1924
1986,Actress in a Leading Role,Agnes of God,Anne Bancroft,Nominee,Female,1931
1986,Actress in a Leading Role,The Color Purple,Whoopi Goldberg,Nominee,Female,1955
1986,Actress in a Leading Role,Sweet Dreams,Jessica Lange,Nominee,Female,1949
1986,Actress in a Leading Role,Out of Africa,Meryl Streep,Nominee,Female,1949
1986,Directing,Out of Africa,Sydney Pollack,Winner,Male,1934
1986,Directing,Kiss of the Spider Woman,Hector Babenco,Nominee,Male,1946
1986,Directing,Prizzi's Honor,John Huston,Nominee,Male,1906
1986,Directing,Ran,Akira Kurosawa,Nominee,Male,1910
1986,Directing,Witness,Peter Weir,Nominee,Male,1944
1987,Actor in a Leading Role,The Color of Money,Paul Newman,Winner,Male,1925
1987,Actor in a Leading Role,'Round Midnight,Dexter Gordon,Nominee,Male,1923
1987,Actor in a Leading Role,Mona Lisa,Bob Hoskins,Nominee,Male,1942
1987,Actor in a Leading Role,Children of a Lesser God,William Hurt,Nominee,Male,1950
1987,Actor in a Leading Role,Salvador,James Woods,Nominee,Male,1947
1987,Actress in a Leading Role,Children of a Lesser God,Marlee Matlin,Winner,Female,1965
1987,Actress in a Leading Role,The Morning After,Jane Fonda,Nominee,Female,1937
1987,Actress in a Leading Role,Crimes of the Heart,Sissy Spacek,Nominee,Female,1949
1987,Actress in a Leading Role,Peggy Sue Got Married,Kathleen Turner,Nominee,Female,1954
1987,Actress in a Leading Role,Aliens,Sigourney Weaver,Nominee,Female,1949
1987,Directing,Platoon,Oliver Stone,Winner,Male,1946
1987,Directing,Blue Velvet,David Lynch,Nominee,Male,1946
1987,Directing,Hannah and Her Sisters,Woody Allen,Nominee,Male,1935
1987,Directing,The Mission,Roland Joffé,Nominee,Male,1945
1987,Directing,A Room with a View,James Ivory,Nominee,Male,1928
1988,Actor in a Leading Role,Wall Street,Michael Douglas,Winner,Male,1944
1988,Actor in a Leading Role,Broadcast News,William Hurt,Nominee,Male,1950
1988,Actor in a Leading Role,Dark Eyes,Marcello Mastroianni,Nominee,Male,1924
1988,Actor in a Leading Role,Ironweed,Jack Nicholson,Nominee,Male,1937
1988,Actor in a Leading Role,"Good Morning, Vietnam",Robin Williams,Nominee,Male,1951
1988,Actress in a Leading Role,Moonstruck,Cher,Winner,Female,1946
1988,Actress in a Leading Role,Fatal Attraction,Glenn Close,Nominee,Female,1947
1988,Actress in a Leading Role,Broadcast News,Holly Hunter,Nominee,Female,1958
1988,Actress in a Leading Role,Anna,Sally Kirkland,Nominee,Female,1941
1988,Actress in a Leading Role,Ironweed,Meryl Streep,Nominee,Female,1949
1988,Directing,The Last Emperor,Bernardo Bertolucci,Winner,Male,1940
1988,Directing,Fatal Attraction,Adrian Lyne,Nominee,Male,1941
1988,Directing,Hope and Glory,John Boorman,Nominee,Male,1933
1988,Directing,Moonstruck,Norman Jewison,Nominee,Male,1926
1988,Directing,My Life as a Dog,Lasse Hallstrom,Nominee,Male,1946
1989,Actor in a Leading Role,Rain Man,Dustin Hoffman,Winner,Male,1937
1989,Actor in a Leading Role,Mississippi Burning,Gene Hackman,Nominee,Male,1930
1989,Actor in a Leading Role,Big,Tom Hanks,Nominee,Male,1956
1989,Actor in a Leading Role,Stand and Deliver,Edward James Olmos,Nominee,Male,1947
1989,Actor in a Leading Role,Pelle the Conqueror,Max von Sydow,Nominee,Male,1929
1989,Actress in a Leading Role,The Accused,Jodie Foster,Winner,Female,1962
1989,Actress in a Leading Role,Dangerous Liaisons,Glenn Close,Nominee,Female,1947
1989,Actress in a Leading Role,Working Girl,Melanie Griffith,Nominee,Female,1957
1989,Actress in a Leading Role,A Cry in the Dark,Meryl Streep,Nominee,Female,1949
1989,Actress in a Leading Role,Gorillas in the Mist,Sigourney Weaver,Nominee,Female,1949
1989,Directing,Rain Man,Barry Levinson,Winner,Male,1942
1989,Directing,A Fish Called Wanda,Charles Crichton,Nominee,Male,1910
1989,Directing,The Last Temptation of Christ,Martin Scorsese,Nominee,Male,1942
1989,Directing,Mississippi Burning,Alan Parker,Nominee,Male,1944
1989,Directing,Working Girl,Mike Nichols,Nominee,Male,1931
1990,Actor in a Leading Role,My Left Foot,Daniel Day Lewis,Winner,Male,1957
1990,Actor in a Leading Role,Henry V,Kenneth Branagh,Nominee,Male,1960
1990,Actor in a Leading Role,Born on the Fourth of July,Tom Cruise,Nominee,Male,1962
1990,Actor in a Leading Role,Driving Miss Daisy,Morgan Freeman,Nominee,Male,1937
1990,Actor in a Leading Role,Dead Poets Society,Robin Williams,Nominee,Male,1951
1990,Actress in a Leading Role,Driving Miss Daisy,Jessica Tandy,Winner,Female,1909
1990,Actress in a Leading Role,Camille Claudel,Isabelle Adjani,Nominee,Female,1955
1990,Actress in a Leading Role,Shirley Valentine,Pauline Collins,Nominee,Female,1940
1990,Actress in a Leading Role,Music Box,Jessica Lange,Nominee,Female,1949
1990,Actress in a Leading Role,The Fabulous Baker Boys,Michelle Pfeiffer,Nominee,Female,1958
1990,Directing,Born on the Fourth of July,Oliver Stone,Winner,Male,1946
1990,Directing,Crimes and Misdemeanors,Woody Allen,Nominee,Male,1935
1990,Directing,Dead Poets Society,Peter Weir,Nominee,Male,1944
1990,Directing,Henry V,Kenneth Branagh,Nominee,Male,1960
1990,Directing,My Left Foot,Jim Sheridan,Nominee,Male,1949
1991,Actor in a Leading Role,Reversal of Fortune,Jeremy Irons,Winner,Male,1948
1991,Actor in a Leading Role,Dances With Wolves,Kevin Costner,Nominee,Male,1955
1991,Actor in a Leading Role,Awakenings,Robert De Niro,Nominee,Male,1943
1991,Actor in a Leading Role,Cyrano de Bergerac,Gerard Depardieu,Nominee,Male,1948
1991,Actor in a Leading Role,The Field,Richard Harris,Nominee,Male,1930
1991,Actress in a Leading Role,Misery,Kathy Bates,Winner,Female,1948
1991,Actress in a Leading Role,The Grifters,Anjelica Huston,Nominee,Female,1951
1991,Actress in a Leading Role,Pretty Woman,Julia Roberts,Nominee,Female,1967
1991,Actress in a Leading Role,Postcards from the Edge,Meryl Streep,Nominee,Female,1949
1991,Actress in a Leading Role,Mr. & Mrs. Bridge,Joanne Woodward,Nominee,Female,1930
1991,Directing,Dances With Wolves,Kevin Costner,Winner,Male,1955
1991,Directing,"The Godfather, Part III",Francis Ford Coppola,Nominee,Male,1939
1991,Directing,Goodfellas,Martin Scorsese,Nominee,Male,1942
1991,Directing,The Grifters,Stephen Frears,Nominee,Male,1941
1991,Directing,Reversal of Fortune,Barbet Schroeder,Nominee,Male,1941
1992,Actor in a Leading Role,The Silence of the Lambs,Anthony Hopkins,Winner,Male,1937
1992,Actor in a Leading Role,Bugsy,Warren Beatty,Nominee,Male,1937
1992,Actor in a Leading Role,Cape Fear,Robert De Niro,Nominee,Male,1943
1992,Actor in a Leading Role,The Prince of Tides,Nick Nolte,Nominee,Male,1941
1992,Actor in a Leading Role,The Fisher King,Robin Williams,Nominee,Male,1951
1992,Actress in a Leading Role,The Silence of the Lambs,Jodie Foster,Winner,Female,1962
1992,Actress in a Leading Role,Thelma & Louise,Geena Davis,Nominee,Female,1956
1992,Actress in a Leading Role,Rambling Rose,Laura Dern,Nominee,Female,1967
1992,Actress in a Leading Role,For the Boys,Bette Midler,Nominee,Female,1945
1992,Actress in a Leading Role,Thelma & Louise,Susan Sarandon,Nominee,Female,1946
1992,Directing,The Silence of the Lambs,Jonathan Demme,Winner,Male,1944
1992,Directing,Boyz N the Hood,John Singleton,Nominee,Male,1968
1992,Directing,Bugsy,Barry Levinson,Nominee,Male,1942
1992,Directing,JFK,Oliver Stone,Nominee,Male,1946
1992,Directing,Thelma & Louise,Ridley Scott,Nominee,Male,1937
1993,Actor in a Leading Role,Scent of a Woman,Al Pacino,Winner,Male,1940
1993,Actor in a Leading Role,Chaplin,Robert Downey Jr.,Nominee,Male,1965
1993,Actor in a Leading Role,Unforgiven,Clint Eastwood,Nominee,Male,1930
1993,Actor in a Leading Role,The Crying Game,Stephen Rea,Nominee,Male,1946
1993,Actor in a Leading Role,Malcolm X,Denzel Washington,Nominee,Male,1954
1993,Actress in a Leading Role,Howards End,Emma Thompson,Winner,Female,1959
1993,Actress in a Leading Role,Indochine,Catherine Deneuve,Nominee,Female,1943
1993,Actress in a Leading Role,Passion Fish,Mary McDonnell,Nominee,Female,1952
1993,Actress in a Leading Role,Love Field,Michelle Pfeiffer,Nominee,Female,1958
1993,Actress in a Leading Role,Lorenzo's Oil,Susan Sarandon,Nominee,Female,1946
1993,Directing,Unforgiven,Clint Eastwood,Winner,Male,1930
1993,Directing,The Crying Game,Neil Jordan,Nominee,Male,1950
1993,Directing,Howards End,James Ivory,Nominee,Male,1928
1993,Directing,The Player,Robert Altman,Nominee,Male,1925
1993,Directing,Scent of a Woman,Martin Brest,Nominee,Male,1951
1994,Actor in a Leading Role,Philadelphia,Tom Hanks,Winner,Male,1956
1994,Actor in a Leading Role,In the Name of the Father,Daniel Day-Lewis,Nominee,Male,1957
1994,Actor in a Leading Role,What's Love Got to Do with It,Laurence Fishburne,Nominee,Male,1961
1994,Actor in a Leading Role,The Remains of the Day,Anthony Hopkins,Nominee,Male,1937
1994,Actor in a Leading Role,Schindler's List,Liam Neeson,Nominee,Male,1952
1994,Actress in a Leading Role,The Piano,Holly Hunter,Winner,Female,1958
1994,Actress in a Leading Role,What's Love Got to Do with It,Angela Bassett,Nominee,Female,1958
1994,Actress in a Leading Role,Six Degrees of Separation,Stockard Channing,Nominee,Female,1944
1994,Actress in a Leading Role,The Remains of the Day,Emma Thompson,Nominee,Female,1959
1994,Actress in a Leading Role,Shadowlands,Debra Winger,Nominee,Female,1955
1994,Directing,Schindler's List,Steven Spielberg,Winner,Male,1946
1994,Directing,In the Name of the Father,Jim Sheridan,Nominee,Male,1949
1994,Directing,The Piano,Jane Campion,Nominee,Female,1954
1994,Directing,The Remains of the Day,James Ivory,Nominee,Male,1928
1994,Directing,Short Cuts,Robert Altman,Nominee,Male,1925
1995,Actor in a Leading Role,Forrest Gump,Tom Hanks,Winner,Male,1956
1995,Actor in a Leading Role,The Shawshank Redemption,Morgan Freeman,Nominee,Male,1937
1995,Actor in a Leading Role,The Madness of King George,Nigel Hawthorne,Nominee,Male,1929
1995,Actor in a Leading Role,Nobody's Fool,Paul Newman,Nominee,Male,1925
1995,Actor in a Leading Role,Pulp Fiction,John Travolta,Nominee,Male,1954
1995,Actress in a Leading Role,Blue Sky,Jessica Lange,Winner,Female,1949
1995,Actress in a Leading Role,Nell,Jodie Foster,Nominee,Female,1962
1995,Actress in a Leading Role,Tom & Viv,Miranda Richardson,Nominee,Female,1958
1995,Actress in a Leading Role,Little Women,Winona Ryder,Nominee,Female,1971
1995,Actress in a Leading Role,The Client,Susan Sarandon,Nominee,Female,1946
1995,Directing,Forrest Gump,Robert Zemeckis,Winner,Male,1951
1995,Directing,Bullets over Broadway,Woody Allen,Nominee,Male,1935
1995,Directing,Pulp Fiction,Quentin Tarantino,Nominee,Male,1963
1995,Directing,Quiz Show,Robert Redford,Nominee,Male,1936
1995,Directing,Three Colors: Red,Krzysztof Kieslowski,Nominee,Male,1941
1996,Actor in a Leading Role,Leaving Las Vegas,Nicolas Cage,Winner,Male,1964
1996,Actor in a Leading Role,Mr. Holland's Opus,Richard Dreyfuss,Nominee,Male,1947
1996,Actor in a Leading Role,Nixon,Anthony Hopkins,Nominee,Male,1937
1996,Actor in a Leading Role,Dead Man Walking,Sean Penn,Nominee,Male,1960
1996,Actor in a Leading Role,The Postman ,Massimo Troisi,Nominee,Male,1953
1996,Actress in a Leading Role,Dead Man Walking,Susan Sarandon,Winner,Female,1946
1996,Actress in a Leading Role,Leaving Las Vegas,Elisabeth Shue,Nominee,Female,1963
1996,Actress in a Leading Role,Casino,Sharon Stone,Nominee,Female,1958
1996,Actress in a Leading Role,The Bridges of Madison County,Meryl Streep,Nominee,Female,1949
1996,Actress in a Leading Role,Sense and Sensibility,Emma Thompson,Nominee,Female,1959
1996,Directing,Braveheart,Mel Gibson,Winner,Male,1956
1996,Directing,Babe,Chris Noonan,Nominee,Male,1952
1996,Directing,Dead Man Walking,Tim Robbins,Nominee,Male,1958
1996,Directing,Leaving Las Vegas,Mike Figgis,Nominee,Male,1948
1996,Directing,The Postman ,Michael Radford,Nominee,Male,1946
1997,Actor in a Leading Role,Shine,Geoffrey Rush,Winner,Male,1951
1997,Actor in a Leading Role,Jerry Maguire,Tom Cruise,Nominee,Male,1962
1997,Actor in a Leading Role,The English Patient,Ralph Fiennes,Nominee,Male,1962
1997,Actor in a Leading Role,The People vs. Larry Flynt,Woody Harrelson,Nominee,Male,1961
1997,Actor in a Leading Role,Sling Blade,Billy Bob Thornton,Nominee,Male,1955
1997,Actress in a Leading Role,Fargo,Frances McDormand,Winner,Female,1957
1997,Actress in a Leading Role,Secrets & Lies,Brenda Blethyn,Nominee,Female,1946
1997,Actress in a Leading Role,Marvin's Room,Diane Keaton,Nominee,Female,1946
1997,Actress in a Leading Role,The English Patient,Kristin Scott Thomas,Nominee,Female,1960
1997,Actress in a Leading Role,Breaking the Waves,Emily Watson,Nominee,Female,1967
1997,Directing,The English Patient,Anthony Minghella,Winner,Male,1954
1997,Directing,Fargo,Joel Coen,Nominee,Male,1954
1997,Directing,The People vs. Larry Flynt,Milos Forman,Nominee,Male,1932
1997,Directing,Secrets & Lies,Mike Leigh,Nominee,Male,1943
1997,Directing,Shine,Scott Hicks,Nominee,Male,1953
1998,Actor in a Leading Role,As Good as It Gets,Jack Nicholson,Winner,Male,1937
1998,Actor in a Leading Role,Good Will Hunting,Matt Damon,Nominee,Male,1970
1998,Actor in a Leading Role,The Apostle,Robert Duvall,Nominee,Male,1931
1998,Actor in a Leading Role,Ulee's Gold,Peter Fonda,Nominee,Male,1940
1998,Actor in a Leading Role,Wag the Dog,Dustin Hoffman,Nominee,Male,1937
1998,Actress in a Leading Role,As Good as It Gets,Helen Hunt,Winner,Female,1963
1998,Actress in a Leading Role,The Wings of the Dove,Helena Bonham Carter,Nominee,Female,1966
1998,Actress in a Leading Role,Afterglow,Julie Christie,Nominee,Female,1941
1998,Actress in a Leading Role,Mrs. Brown,Judi Dench,Nominee,Female,1934
1998,Actress in a Leading Role,Titanic,Kate Winslet,Nominee,Female,1975
1998,Directing,Titanic,James Cameron,Winner,Male,1954
1998,Directing,The Full Monty,Peter Cattaneo,Nominee,Male,1964
1998,Directing,Good Will Hunting,Gus Van Sant,Nominee,Male,1952
1998,Directing,L.A. Confidential,Curtis Hanson,Nominee,Male,1945
1998,Directing,The Sweet Hereafter,Atom Egoyan,Nominee,Male,1960
1999,Actor in a Leading Role,Life Is Beautiful,Roberto Benigni,Winner,Male,1952
1999,Actor in a Leading Role,Saving Private Ryan,Tom Hanks,Nominee,Male,1956
1999,Actor in a Leading Role,Gods and Monsters,Ian McKellen,Nominee,Male,1939
1999,Actor in a Leading Role,Affliction,Nick Nolte,Nominee,Male,1941
1999,Actor in a Leading Role,American History X,Edward Norton,Nominee,Male,1969
1999,Actress in a Leading Role,Shakespeare in Love,Gwyneth Paltrow,Winner,Female,1972
1999,Actress in a Leading Role,Elizabeth,Cate Blanchett,Nominee,Female,1969
1999,Actress in a Leading Role,Central Station,Fernanda Montenegro,Nominee,Female,1929
1999,Actress in a Leading Role,One True Thing,Meryl Streep,Nominee,Female,1949
1999,Actress in a Leading Role,Hilary and Jackie,Emily Watson,Nominee,Female,1967
1999,Directing,Saving Private Ryan,Steven Spielberg,Winner,Male,1946
1999,Directing,Life Is Beautiful,Roberto Benigni,Nominee,Male,1952
1999,Directing,Shakespeare in Love,John Madden,Nominee,Male,1949
1999,Directing,The Thin Red Line,Terrence Malick,Nominee,Male,1943
1999,Directing,The Truman Show,Peter Weir,Nominee,Male,1944
2000,Actor in a Leading Role,American Beauty,Kevin Spacey,Winner,Male,1959
2000,Actor in a Leading Role,The Insider,Russell Crowe,Nominee,Male,1964
2000,Actor in a Leading Role,The Straight Story,Richard Farnsworth,Nominee,Male,1920
2000,Actor in a Leading Role,Sweet and Lowdown,Sean Penn,Nominee,Male,1960
2000,Actor in a Leading Role,The Hurricane,Denzel Washington,Nominee,Male,1954
2000,Actress in a Leading Role,Boys Don't Cry,Hilary Swank,Winner,Female,1974
2000,Actress in a Leading Role,American Beauty,Annette Bening,Nominee,Female,1958
2000,Actress in a Leading Role,Tumbleweeds,Janet McTeer,Nominee,Female,1961
2000,Actress in a Leading Role,The End of the Affair,Julianne Moore,Nominee,Female,1960
2000,Actress in a Leading Role,Music of the Heart,Meryl Streep,Nominee,Female,1949
2000,Directing,American Beauty,Sam Mendes,Winner,Male,1965
2000,Directing,Being John Malkovich,Spike Jonze,Nominee,Male,1969
2000,Directing,The Cider House Rules,Lasse Hallström,Nominee,Male,1946
2000,Directing,The Insider,Michael Mann,Nominee,Male,1943
2000,Directing,The Sixth Sense,M. Night Shyamalan,Nominee,Male,1970
2001,Actor in a Leading Role,Gladiator,Russell Crowe,Winner,Male,1964
2001,Actor in a Leading Role,Before Night Falls,Javier Bardem,Nominee,Male,1969
2001,Actor in a Leading Role,Cast Away,Tom Hanks,Nominee,Male,1956
